areaName,date,newAdmissions,cumAdmissions,cumAdmissionsByAge,cumTestsByPublishDate,newTestsByPublishDate,covidOccupiedMVBeds,hospitalCases
England,2020-07-24,93,111714,"[{'age': '0_to_5', 'value': 657, 'rate': 16.2}, {'age': '65_to_84', 'value': 46645, 'rate': 529.2}, {'age': '6_to_17', 'value': 597, 'rate': 7.6}, {'age': '18_to_64', 'value': 35401, 'rate': 104.6}, {'age': '85+', 'value': 24701, 'rate': 1809.6}]",8.73235e+06,119536,92,928
England,2020-07-23,109,111621,"[{'age': '0_to_5', 'value': 656, 'rate': 16.2}, {'age': '65_to_84', 'value': 46607, 'rate': 528.8}, {'age': '6_to_17', 'value': 596, 'rate': 7.5}, {'age': '18_to_64', 'value': 35369, 'rate': 104.5}, {'age': '85+', 'value': 24680, 'rate': 1808.1}]",8.61282e+06,123219,101,1017
England,2020-07-22,82,111512,"[{'age': '0_to_5', 'value': 655, 'rate': 16.2}, {'age': '65_to_84', 'value': 46556, 'rate': 528.2}, {'age': '6_to_17', 'value': 596, 'rate': 7.5}, {'age': '18_to_64', 'value': 35336, 'rate': 104.4}, {'age': '85+', 'value': 24656, 'rate': 1806.3}]",8.4896e+06,117233,97,1210
England,2020-07-21,79,111430,"[{'age': '0_to_5', 'value': 653, 'rate': 16.1}, {'age': '65_to_84', 'value': 46522, 'rate': 527.8}, {'age': '6_to_17', 'value': 596, 'rate': 7.5}, {'age': '18_to_64', 'value': 35306, 'rate': 104.3}, {'age': '85+', 'value': 24640, 'rate': 1805.2}]",8.37237e+06,78789,106,1080
England,2020-07-20,86,111351,"[{'age': '0_to_5', 'value': 653, 'rate': 16.1}, {'age': '65_to_84', 'value': 46492, 'rate': 527.5}, {'age': '6_to_17', 'value': 596, 'rate': 7.5}, {'age': '18_to_64', 'value': 35275, 'rate': 104.2}, {'age': '85+', 'value': 24622, 'rate': 1803.8}]",8.29254e+06,88553,112,1162
England,2020-07-19,72,111265,"[{'age': '0_to_5', 'value': 651, 'rate': 16.1}, {'age': '65_to_84', 'value': 46464, 'rate': 527.1}, {'age': '6_to_17', 'value': 595, 'rate': 7.5}, {'age': '18_to_64', 'value': 35237, 'rate': 104.1}, {'age': '85+', 'value': 24605, 'rate': 1802.6}]",8.20398e+06,111210,119,1190
England,2020-07-18,48,111193,"[{'age': '0_to_5', 'value': 650, 'rate': 16.0}, {'age': '65_to_84', 'value': 46445, 'rate': 526.9}, {'age': '6_to_17', 'value': 594, 'rate': 7.5}, {'age': '18_to_64', 'value': 35200, 'rate': 104.0}, {'age': '85+', 'value': 24591, 'rate': 1801.6}]",8.0926e+06,150355,118,1211
England,2020-07-17,83,111145,"[{'age': '0_to_5', 'value': 647, 'rate': 16.0}, {'age': '65_to_84', 'value': 46428, 'rate': 526.7}, {'age': '6_to_17', 'value': 593, 'rate': 7.5}, {'age': '18_to_64', 'value': 35179, 'rate': 103.9}, {'age': '85+', 'value': 24585, 'rate': 1801.1}]",7.9418e+06,143120,122,1233
England,2020-07-16,114,111062,"[{'age': '0_to_5', 'value': 646, 'rate': 16.0}, {'age': '65_to_84', 'value': 46392, 'rate': 526.3}, {'age': '6_to_17', 'value': 591, 'rate': 7.5}, {'age': '18_to_64', 'value': 35154, 'rate': 103.9}, {'age': '85+', 'value': 24566, 'rate': 1799.7}]",7.79838e+06,130153,118,1226
England,2020-07-15,116,110948,"[{'age': '0_to_5', 'value': 643, 'rate': 15.9}, {'age': '65_to_84', 'value': 46337, 'rate': 525.7}, {'age': '6_to_17', 'value': 589, 'rate': 7.5}, {'age': '18_to_64', 'value': 35116, 'rate': 103.8}, {'age': '85+', 'value': 24550, 'rate': 1798.6}]",7.66474e+06,113811,136,1364
England,2020-07-14,122,110832,"[{'age': '0_to_5', 'value': 643, 'rate': 15.9}, {'age': '65_to_84', 'value': 46292, 'rate': 525.2}, {'age': '6_to_17', 'value': 583, 'rate': 7.4}, {'age': '18_to_64', 'value': 35080, 'rate': 103.7}, {'age': '85+', 'value': 24521, 'rate': 1796.4}]",7.55004e+06,75439,123,1392
England,2020-07-13,137,110710,"[{'age': '0_to_5', 'value': 642, 'rate': 15.9}, {'age': '65_to_84', 'value': 46244, 'rate': 524.6}, {'age': '6_to_17', 'value': 582, 'rate': 7.4}, {'age': '18_to_64', 'value': 35034, 'rate': 103.5}, {'age': '85+', 'value': 24495, 'rate': 1794.5}]",,,138,1475
England,2020-07-12,72,110573,"[{'age': '0_to_5', 'value': 638, 'rate': 15.8}, {'age': '65_to_84', 'value': 46188, 'rate': 524.0}, {'age': '6_to_17', 'value': 579, 'rate': 7.3}, {'age': '18_to_64', 'value': 34989, 'rate': 103.4}, {'age': '85+', 'value': 24466, 'rate': 1792.4}]",,,139,1477
England,2020-07-11,97,110501,"[{'age': '0_to_5', 'value': 633, 'rate': 15.6}, {'age': '65_to_84', 'value': 46159, 'rate': 523.7}, {'age': '6_to_17', 'value': 578, 'rate': 7.3}, {'age': '18_to_64', 'value': 34961, 'rate': 103.3}, {'age': '85+', 'value': 24457, 'rate': 1791.8}]",,,152,1480
England,2020-07-10,104,110404,"[{'age': '0_to_5', 'value': 631, 'rate': 15.6}, {'age': '65_to_84', 'value': 46117, 'rate': 523.2}, {'age': '6_to_17', 'value': 576, 'rate': 7.3}, {'age': '18_to_64', 'value': 34930, 'rate': 103.2}, {'age': '85+', 'value': 24437, 'rate': 1790.3}]",,,162,1608
England,2020-07-09,136,110300,"[{'age': '0_to_5', 'value': 630, 'rate': 15.6}, {'age': '65_to_84', 'value': 46080, 'rate': 522.8}, {'age': '6_to_17', 'value': 575, 'rate': 7.3}, {'age': '18_to_64', 'value': 34890, 'rate': 103.1}, {'age': '85+', 'value': 24412, 'rate': 1788.5}]",,,167,1649
England,2020-07-08,141,110164,"[{'age': '0_to_5', 'value': 628, 'rate': 15.5}, {'age': '65_to_84', 'value': 46024, 'rate': 522.2}, {'age': '6_to_17', 'value': 573, 'rate': 7.2}, {'age': '18_to_64', 'value': 34841, 'rate': 102.9}, {'age': '85+', 'value': 24385, 'rate': 1786.5}]",,,164,1704
England,2020-07-07,148,110023,"[{'age': '0_to_5', 'value': 625, 'rate': 15.4}, {'age': '65_to_84', 'value': 45966, 'rate': 521.5}, {'age': '6_to_17', 'value': 572, 'rate': 7.2}, {'age': '18_to_64', 'value': 34792, 'rate': 102.8}, {'age': '85+', 'value': 24355, 'rate': 1784.3}]",,,178,1821
England,2020-07-06,150,109875,"[{'age': '0_to_5', 'value': 625, 'rate': 15.4}, {'age': '65_to_84', 'value': 45914, 'rate': 520.9}, {'age': '6_to_17', 'value': 571, 'rate': 7.2}, {'age': '18_to_64', 'value': 34731, 'rate': 102.6}, {'age': '85+', 'value': 24321, 'rate': 1781.8}]",,,188,1911
England,2020-07-05,131,109725,"[{'age': '0_to_5', 'value': 624, 'rate': 15.4}, {'age': '65_to_84', 'value': 45866, 'rate': 520.4}, {'age': '6_to_17', 'value': 570, 'rate': 7.2}, {'age': '18_to_64', 'value': 34672, 'rate': 102.4}, {'age': '85+', 'value': 24280, 'rate': 1778.8}]",,,190,1923
England,2020-07-04,120,109594,"[{'age': '0_to_5', 'value': 623, 'rate': 15.4}, {'age': '65_to_84', 'value': 45809, 'rate': 519.7}, {'age': '6_to_17', 'value': 570, 'rate': 7.2}, {'age': '18_to_64', 'value': 34633, 'rate': 102.3}, {'age': '85+', 'value': 24246, 'rate': 1776.3}]",,,186,1954
England,2020-07-03,146,109474,"[{'age': '0_to_5', 'value': 620, 'rate': 15.3}, {'age': '65_to_84', 'value': 45756, 'rate': 519.1}, {'age': '6_to_17', 'value': 568, 'rate': 7.2}, {'age': '18_to_64', 'value': 34594, 'rate': 102.2}, {'age': '85+', 'value': 24223, 'rate': 1774.6}]",,,202,2086
England,2020-07-02,149,109328,"[{'age': '0_to_5', 'value': 620, 'rate': 15.3}, {'age': '65_to_84', 'value': 45698, 'rate': 518.5}, {'age': '6_to_17', 'value': 567, 'rate': 7.2}, {'age': '18_to_64', 'value': 34541, 'rate': 102.1}, {'age': '85+', 'value': 24189, 'rate': 1772.1}]",,,211,2189
England,2020-07-01,201,109179,"[{'age': '0_to_5', 'value': 618, 'rate': 15.3}, {'age': '65_to_84', 'value': 45646, 'rate': 517.9}, {'age': '6_to_17', 'value': 564, 'rate': 7.1}, {'age': '18_to_64', 'value': 34488, 'rate': 101.9}, {'age': '85+', 'value': 24150, 'rate': 1769.3}]",,,220,2289
England,2020-06-30,189,108978,"[{'age': '0_to_5', 'value': 607, 'rate': 15.0}, {'age': '65_to_84', 'value': 45566, 'rate': 517.0}, {'age': '6_to_17', 'value': 559, 'rate': 7.1}, {'age': '18_to_64', 'value': 34426, 'rate': 101.7}, {'age': '85+', 'value': 24112, 'rate': 1766.5}]",,,238,2441
England,2020-06-29,172,108789,"[{'age': '0_to_5', 'value': 602, 'rate': 14.9}, {'age': '65_to_84', 'value': 45486, 'rate': 516.0}, {'age': '6_to_17', 'value': 559, 'rate': 7.1}, {'age': '18_to_64', 'value': 34365, 'rate': 101.5}, {'age': '85+', 'value': 24070, 'rate': 1763.4}]",,,228,2780
England,2020-06-28,155,108617,"[{'age': '0_to_5', 'value': 597, 'rate': 14.7}, {'age': '65_to_84', 'value': 45414, 'rate': 515.2}, {'age': '6_to_17', 'value': 558, 'rate': 7.1}, {'age': '18_to_64', 'value': 34310, 'rate': 101.4}, {'age': '85+', 'value': 24031, 'rate': 1760.5}]",,,236,2582
England,2020-06-27,209,108462,"[{'age': '0_to_5', 'value': 596, 'rate': 14.7}, {'age': '65_to_84', 'value': 45351, 'rate': 514.5}, {'age': '6_to_17', 'value': 556, 'rate': 7.0}, {'age': '18_to_64', 'value': 34259, 'rate': 101.2}, {'age': '85+', 'value': 23993, 'rate': 1757.8}]",,,233,2572
England,2020-06-26,248,108253,"[{'age': '0_to_5', 'value': 590, 'rate': 14.6}, {'age': '65_to_84', 'value': 45264, 'rate': 513.5}, {'age': '6_to_17', 'value': 555, 'rate': 7.0}, {'age': '18_to_64', 'value': 34187, 'rate': 101.0}, {'age': '85+', 'value': 23950, 'rate': 1754.6}]",,,226,2613
England,2020-06-25,256,108005,"[{'age': '0_to_5', 'value': 588, 'rate': 14.5}, {'age': '65_to_84', 'value': 45162, 'rate': 512.4}, {'age': '6_to_17', 'value': 554, 'rate': 7.0}, {'age': '18_to_64', 'value': 34100, 'rate': 100.8}, {'age': '85+', 'value': 23894, 'rate': 1750.5}]",,,236,2813
England,2020-06-24,262,107749,"[{'age': '0_to_5', 'value': 585, 'rate': 14.4}, {'age': '65_to_84', 'value': 45051, 'rate': 511.1}, {'age': '6_to_17', 'value': 550, 'rate': 7.0}, {'age': '18_to_64', 'value': 34017, 'rate': 100.5}, {'age': '85+', 'value': 23839, 'rate': 1746.5}]",,,264,2936
England,2020-06-23,275,107487,"[{'age': '0_to_5', 'value': 584, 'rate': 14.4}, {'age': '65_to_84', 'value': 44934, 'rate': 509.8}, {'age': '6_to_17', 'value': 546, 'rate': 6.9}, {'age': '18_to_64', 'value': 33931, 'rate': 100.3}, {'age': '85+', 'value': 23785, 'rate': 1742.5}]",,,266,3007
England,2020-06-22,318,107212,"[{'age': '0_to_5', 'value': 582, 'rate': 14.4}, {'age': '65_to_84', 'value': 44802, 'rate': 508.3}, {'age': '6_to_17', 'value': 540, 'rate': 6.8}, {'age': '18_to_64', 'value': 33834, 'rate': 100.0}, {'age': '85+', 'value': 23747, 'rate': 1739.7}]",,,296,3108
England,2020-06-21,215,106894,"[{'age': '0_to_5', 'value': 576, 'rate': 14.2}, {'age': '65_to_84', 'value': 44654, 'rate': 506.6}, {'age': '6_to_17', 'value': 533, 'rate': 6.7}, {'age': '18_to_64', 'value': 33726, 'rate': 99.7}, {'age': '85+', 'value': 23698, 'rate': 1736.1}]",,,265,3059
England,2020-06-20,184,106679,"[{'age': '0_to_5', 'value': 572, 'rate': 14.1}, {'age': '65_to_84', 'value': 44558, 'rate': 505.5}, {'age': '6_to_17', 'value': 533, 'rate': 6.7}, {'age': '18_to_64', 'value': 33654, 'rate': 99.4}, {'age': '85+', 'value': 23655, 'rate': 1733.0}]",,,266,3106
England,2020-06-19,253,106495,"[{'age': '0_to_5', 'value': 570, 'rate': 14.1}, {'age': '65_to_84', 'value': 44471, 'rate': 504.5}, {'age': '6_to_17', 'value': 531, 'rate': 6.7}, {'age': '18_to_64', 'value': 33603, 'rate': 99.3}, {'age': '85+', 'value': 23613, 'rate': 1729.9}]",,,283,3248
England,2020-06-18,312,106242,"[{'age': '0_to_5', 'value': 565, 'rate': 14.0}, {'age': '65_to_84', 'value': 44364, 'rate': 503.3}, {'age': '6_to_17', 'value': 530, 'rate': 6.7}, {'age': '18_to_64', 'value': 33517, 'rate': 99.0}, {'age': '85+', 'value': 23559, 'rate': 1726.0}]",,,299,3346
England,2020-06-17,334,105930,"[{'age': '0_to_5', 'value': 562, 'rate': 13.9}, {'age': '65_to_84', 'value': 44226, 'rate': 501.8}, {'age': '6_to_17', 'value': 528, 'rate': 6.7}, {'age': '18_to_64', 'value': 33417, 'rate': 98.7}, {'age': '85+', 'value': 23490, 'rate': 1720.9}]",,,300,3463
England,2020-06-16,354,105596,"[{'age': '0_to_5', 'value': 559, 'rate': 13.8}, {'age': '65_to_84', 'value': 44079, 'rate': 500.1}, {'age': '6_to_17', 'value': 523, 'rate': 6.6}, {'age': '18_to_64', 'value': 33299, 'rate': 98.4}, {'age': '85+', 'value': 23429, 'rate': 1716.4}]",,,327,3569
England,2020-06-15,365,105242,"[{'age': '0_to_5', 'value': 557, 'rate': 13.8}, {'age': '65_to_84', 'value': 43911, 'rate': 498.2}, {'age': '6_to_17', 'value': 521, 'rate': 6.6}, {'age': '18_to_64', 'value': 33194, 'rate': 98.1}, {'age': '85+', 'value': 23352, 'rate': 1710.8}]",,,327,3548
England,2020-06-14,306,104877,"[{'age': '0_to_5', 'value': 554, 'rate': 13.7}, {'age': '65_to_84', 'value': 43748, 'rate': 496.3}, {'age': '6_to_17', 'value': 519, 'rate': 6.6}, {'age': '18_to_64', 'value': 33071, 'rate': 97.7}, {'age': '85+', 'value': 23278, 'rate': 1705.4}]",,,343,3593
England,2020-06-13,265,104571,"[{'age': '0_to_5', 'value': 554, 'rate': 13.7}, {'age': '65_to_84', 'value': 43616, 'rate': 494.8}, {'age': '6_to_17', 'value': 517, 'rate': 6.5}, {'age': '18_to_64', 'value': 32981, 'rate': 97.5}, {'age': '85+', 'value': 23196, 'rate': 1699.4}]",,,339,3588
England,2020-06-12,298,104306,"[{'age': '0_to_5', 'value': 550, 'rate': 13.6}, {'age': '65_to_84', 'value': 43500, 'rate': 493.5}, {'age': '6_to_17', 'value': 515, 'rate': 6.5}, {'age': '18_to_64', 'value': 32893, 'rate': 97.2}, {'age': '85+', 'value': 23141, 'rate': 1695.3}]",,,336,3718
England,2020-06-11,330,104008,"[{'age': '0_to_5', 'value': 549, 'rate': 13.6}, {'age': '65_to_84', 'value': 43377, 'rate': 492.1}, {'age': '6_to_17', 'value': 508, 'rate': 6.4}, {'age': '18_to_64', 'value': 32807, 'rate': 96.9}, {'age': '85+', 'value': 23060, 'rate': 1689.4}]",,,334,3742
England,2020-06-10,402,103678,"[{'age': '0_to_5', 'value': 548, 'rate': 13.5}, {'age': '65_to_84', 'value': 43233, 'rate': 490.5}, {'age': '6_to_17', 'value': 507, 'rate': 6.4}, {'age': '18_to_64', 'value': 32699, 'rate': 96.6}, {'age': '85+', 'value': 22984, 'rate': 1683.8}]",,,384,3960
England,2020-06-09,397,103276,"[{'age': '0_to_5', 'value': 546, 'rate': 13.5}, {'age': '65_to_84', 'value': 43051, 'rate': 488.4}, {'age': '6_to_17', 'value': 506, 'rate': 6.4}, {'age': '18_to_64', 'value': 32585, 'rate': 96.3}, {'age': '85+', 'value': 22881, 'rate': 1676.3}]",,,427,4176
England,2020-06-08,348,102879,"[{'age': '0_to_5', 'value': 543, 'rate': 13.4}, {'age': '65_to_84', 'value': 42883, 'rate': 486.5}, {'age': '6_to_17', 'value': 502, 'rate': 6.4}, {'age': '18_to_64', 'value': 32456, 'rate': 95.9}, {'age': '85+', 'value': 22788, 'rate': 1669.5}]",,,443,4326
England,2020-06-07,323,102531,"[{'age': '0_to_5', 'value': 541, 'rate': 13.4}, {'age': '65_to_84', 'value': 42738, 'rate': 484.9}, {'age': '6_to_17', 'value': 497, 'rate': 6.3}, {'age': '18_to_64', 'value': 32346, 'rate': 95.6}, {'age': '85+', 'value': 22702, 'rate': 1663.2}]",,,448,4325
England,2020-06-06,306,102208,"[{'age': '0_to_5', 'value': 540, 'rate': 13.3}, {'age': '65_to_84', 'value': 42605, 'rate': 483.4}, {'age': '6_to_17', 'value': 493, 'rate': 6.2}, {'age': '18_to_64', 'value': 32246, 'rate': 95.3}, {'age': '85+', 'value': 22617, 'rate': 1656.9}]",,,473,4506
England,2020-06-05,380,101902,"[{'age': '0_to_5', 'value': 538, 'rate': 13.3}, {'age': '65_to_84', 'value': 42481, 'rate': 482.0}, {'age': '6_to_17', 'value': 490, 'rate': 6.2}, {'age': '18_to_64', 'value': 32158, 'rate': 95.0}, {'age': '85+', 'value': 22528, 'rate': 1650.4}]",,,481,4695
England,2020-06-04,458,101522,"[{'age': '0_to_5', 'value': 535, 'rate': 13.2}, {'age': '65_to_84', 'value': 42330, 'rate': 480.2}, {'age': '6_to_17', 'value': 484, 'rate': 6.1}, {'age': '18_to_64', 'value': 32027, 'rate': 94.6}, {'age': '85+', 'value': 22441, 'rate': 1644.1}]",,,494,4835
England,2020-06-03,491,101064,"[{'age': '0_to_5', 'value': 529, 'rate': 13.1}, {'age': '65_to_84', 'value': 42127, 'rate': 477.9}, {'age': '6_to_17', 'value': 479, 'rate': 6.1}, {'age': '18_to_64', 'value': 31886, 'rate': 94.2}, {'age': '85+', 'value': 22338, 'rate': 1636.5}]",,,523,5057
England,2020-06-02,553,100573,"[{'age': '0_to_5', 'value': 524, 'rate': 12.9}, {'age': '65_to_84', 'value': 41935, 'rate': 475.8}, {'age': '6_to_17', 'value': 472, 'rate': 6.0}, {'age': '18_to_64', 'value': 31716, 'rate': 93.7}, {'age': '85+', 'value': 22224, 'rate': 1628.2}]",,,553,5208
England,2020-06-01,522,100020,"[{'age': '0_to_5', 'value': 520, 'rate': 12.8}, {'age': '65_to_84', 'value': 41694, 'rate': 473.0}, {'age': '6_to_17', 'value': 467, 'rate': 5.9}, {'age': '18_to_64', 'value': 31567, 'rate': 93.3}, {'age': '85+', 'value': 22070, 'rate': 1616.9}]",,,584,5358
England,2020-05-31,446,99498,"[{'age': '0_to_5', 'value': 517, 'rate': 12.8}, {'age': '65_to_84', 'value': 41459, 'rate': 470.4}, {'age': '6_to_17', 'value': 464, 'rate': 5.9}, {'age': '18_to_64', 'value': 31406, 'rate': 92.8}, {'age': '85+', 'value': 21950, 'rate': 1608.1}]",,,606,5298
England,2020-05-30,466,99052,"[{'age': '0_to_5', 'value': 515, 'rate': 12.7}, {'age': '65_to_84', 'value': 41258, 'rate': 468.1}, {'age': '6_to_17', 'value': 463, 'rate': 5.9}, {'age': '18_to_64', 'value': 31265, 'rate': 92.4}, {'age': '85+', 'value': 21849, 'rate': 1600.7}]",,,628,5340
England,2020-05-29,499,98586,"[{'age': '0_to_5', 'value': 512, 'rate': 12.6}, {'age': '65_to_84', 'value': 41040, 'rate': 465.6}, {'age': '6_to_17', 'value': 463, 'rate': 5.9}, {'age': '18_to_64', 'value': 31156, 'rate': 92.1}, {'age': '85+', 'value': 21715, 'rate': 1590.9}]",,,630,5589
England,2020-05-28,570,98087,"[{'age': '0_to_5', 'value': 510, 'rate': 12.6}, {'age': '65_to_84', 'value': 40819, 'rate': 463.1}, {'age': '6_to_17', 'value': 459, 'rate': 5.8}, {'age': '18_to_64', 'value': 31005, 'rate': 91.6}, {'age': '85+', 'value': 21594, 'rate': 1582.0}]",,,663,5850
England,2020-05-27,589,97517,"[{'age': '0_to_5', 'value': 509, 'rate': 12.6}, {'age': '65_to_84', 'value': 40565, 'rate': 460.2}, {'age': '6_to_17', 'value': 455, 'rate': 5.8}, {'age': '18_to_64', 'value': 30824, 'rate': 91.1}, {'age': '85+', 'value': 21464, 'rate': 1572.5}]",,,696,6109
England,2020-05-26,578,96928,"[{'age': '0_to_5', 'value': 502, 'rate': 12.4}, {'age': '65_to_84', 'value': 40307, 'rate': 457.3}, {'age': '6_to_17', 'value': 451, 'rate': 5.7}, {'age': '18_to_64', 'value': 30654, 'rate': 90.6}, {'age': '85+', 'value': 21314, 'rate': 1561.5}]",,,756,6390
England,2020-05-25,498,96350,"[{'age': '0_to_5', 'value': 498, 'rate': 12.3}, {'age': '65_to_84', 'value': 40043, 'rate': 454.3}, {'age': '6_to_17', 'value': 446, 'rate': 5.6}, {'age': '18_to_64', 'value': 30489, 'rate': 90.1}, {'age': '85+', 'value': 21174, 'rate': 1551.2}]",,,771,6523
England,2020-05-24,497,95852,"[{'age': '0_to_5', 'value': 495, 'rate': 12.2}, {'age': '65_to_84', 'value': 39821, 'rate': 451.8}, {'age': '6_to_17', 'value': 443, 'rate': 5.6}, {'age': '18_to_64', 'value': 30340, 'rate': 89.6}, {'age': '85+', 'value': 21053, 'rate': 1542.4}]",,,786,6489
England,2020-05-23,504,95355,"[{'age': '0_to_5', 'value': 492, 'rate': 12.1}, {'age': '65_to_84', 'value': 39612, 'rate': 449.4}, {'age': '6_to_17', 'value': 439, 'rate': 5.6}, {'age': '18_to_64', 'value': 30209, 'rate': 89.3}, {'age': '85+', 'value': 20903, 'rate': 1531.4}]",,,813,6499
England,2020-05-22,638,94851,"[{'age': '0_to_5', 'value': 489, 'rate': 12.1}, {'age': '65_to_84', 'value': 39385, 'rate': 446.8}, {'age': '6_to_17', 'value': 436, 'rate': 5.5}, {'age': '18_to_64', 'value': 30063, 'rate': 88.8}, {'age': '85+', 'value': 20778, 'rate': 1522.2}]",,,852,6827
England,2020-05-21,715,94213,"[{'age': '0_to_5', 'value': 485, 'rate': 12.0}, {'age': '65_to_84', 'value': 39082, 'rate': 443.4}, {'age': '6_to_17', 'value': 433, 'rate': 5.5}, {'age': '18_to_64', 'value': 29903, 'rate': 88.4}, {'age': '85+', 'value': 20610, 'rate': 1509.9}]",,,894,6896
England,2020-05-20,732,93498,"[{'age': '0_to_5', 'value': 479, 'rate': 11.8}, {'age': '65_to_84', 'value': 38781, 'rate': 440.0}, {'age': '6_to_17', 'value': 430, 'rate': 5.4}, {'age': '18_to_64', 'value': 29713, 'rate': 87.8}, {'age': '85+', 'value': 20397, 'rate': 1494.3}]",,,921,7083
England,2020-05-19,752,92766,"[{'age': '0_to_5', 'value': 474, 'rate': 11.7}, {'age': '65_to_84', 'value': 38453, 'rate': 436.3}, {'age': '6_to_17', 'value': 425, 'rate': 5.4}, {'age': '18_to_64', 'value': 29531, 'rate': 87.3}, {'age': '85+', 'value': 20188, 'rate': 1479.0}]",,,976,7436
England,2020-05-18,733,92014,"[{'age': '0_to_5', 'value': 468, 'rate': 11.6}, {'age': '65_to_84', 'value': 38109, 'rate': 432.4}, {'age': '6_to_17', 'value': 420, 'rate': 5.3}, {'age': '18_to_64', 'value': 29344, 'rate': 86.7}, {'age': '85+', 'value': 19978, 'rate': 1463.6}]",,,1010,7549
England,2020-05-17,673,91281,"[{'age': '0_to_5', 'value': 461, 'rate': 11.4}, {'age': '65_to_84', 'value': 37810, 'rate': 429.0}, {'age': '6_to_17', 'value': 416, 'rate': 5.3}, {'age': '18_to_64', 'value': 29113, 'rate': 86.0}, {'age': '85+', 'value': 19789, 'rate': 1449.8}]",,,1064,7553
England,2020-05-16,671,90608,"[{'age': '0_to_5', 'value': 458, 'rate': 11.3}, {'age': '65_to_84', 'value': 37514, 'rate': 425.6}, {'age': '6_to_17', 'value': 413, 'rate': 5.2}, {'age': '18_to_64', 'value': 28933, 'rate': 85.5}, {'age': '85+', 'value': 19598, 'rate': 1435.8}]",,,1101,7527
England,2020-05-15,738,89937,"[{'age': '0_to_5', 'value': 455, 'rate': 11.2}, {'age': '65_to_84', 'value': 37215, 'rate': 422.2}, {'age': '6_to_17', 'value': 412, 'rate': 5.2}, {'age': '18_to_64', 'value': 28766, 'rate': 85.0}, {'age': '85+', 'value': 19398, 'rate': 1421.1}]",,,1165,7902
England,2020-05-14,763,89199,"[{'age': '0_to_5', 'value': 452, 'rate': 11.2}, {'age': '65_to_84', 'value': 36918, 'rate': 418.8}, {'age': '6_to_17', 'value': 409, 'rate': 5.2}, {'age': '18_to_64', 'value': 28542, 'rate': 84.3}, {'age': '85+', 'value': 19187, 'rate': 1405.7}]",,,1162,8029
England,2020-05-13,804,88436,"[{'age': '0_to_5', 'value': 451, 'rate': 11.1}, {'age': '65_to_84', 'value': 36585, 'rate': 415.1}, {'age': '6_to_17', 'value': 404, 'rate': 5.1}, {'age': '18_to_64', 'value': 28329, 'rate': 83.7}, {'age': '85+', 'value': 18977, 'rate': 1390.3}]",,,1198,8365
England,2020-05-12,844,87632,"[{'age': '0_to_5', 'value': 447, 'rate': 11.0}, {'age': '65_to_84', 'value': 36240, 'rate': 411.2}, {'age': '6_to_17', 'value': 402, 'rate': 5.1}, {'age': '18_to_64', 'value': 28096, 'rate': 83.0}, {'age': '85+', 'value': 18760, 'rate': 1374.4}]",,,1247,8560
England,2020-05-11,866,86788,"[{'age': '0_to_5', 'value': 438, 'rate': 10.8}, {'age': '65_to_84', 'value': 35871, 'rate': 407.0}, {'age': '6_to_17', 'value': 400, 'rate': 5.1}, {'age': '18_to_64', 'value': 27869, 'rate': 82.3}, {'age': '85+', 'value': 18524, 'rate': 1357.1}]",,,1316,8819
England,2020-05-10,756,85922,"[{'age': '0_to_5', 'value': 432, 'rate': 10.7}, {'age': '65_to_84', 'value': 35490, 'rate': 402.6}, {'age': '6_to_17', 'value': 398, 'rate': 5.0}, {'age': '18_to_64', 'value': 27620, 'rate': 81.6}, {'age': '85+', 'value': 18296, 'rate': 1340.4}]",,,1362,8617
England,2020-05-09,798,85166,"[{'age': '0_to_5', 'value': 429, 'rate': 10.6}, {'age': '65_to_84', 'value': 35165, 'rate': 399.0}, {'age': '6_to_17', 'value': 391, 'rate': 4.9}, {'age': '18_to_64', 'value': 27438, 'rate': 81.1}, {'age': '85+', 'value': 18057, 'rate': 1322.9}]",,,1398,8876
England,2020-05-08,743,84368,"[{'age': '0_to_5', 'value': 427, 'rate': 10.5}, {'age': '65_to_84', 'value': 34828, 'rate': 395.1}, {'age': '6_to_17', 'value': 389, 'rate': 4.9}, {'age': '18_to_64', 'value': 27231, 'rate': 80.5}, {'age': '85+', 'value': 17807, 'rate': 1304.6}]",,,1445,8904
England,2020-05-07,998,83625,"[{'age': '0_to_5', 'value': 423, 'rate': 10.4}, {'age': '65_to_84', 'value': 34556, 'rate': 392.0}, {'age': '6_to_17', 'value': 383, 'rate': 4.8}, {'age': '18_to_64', 'value': 27024, 'rate': 79.9}, {'age': '85+', 'value': 17564, 'rate': 1286.8}]",,,1493,9281
England,2020-05-06,1040,82627,"[{'age': '0_to_5', 'value': 422, 'rate': 10.4}, {'age': '65_to_84', 'value': 34168, 'rate': 387.6}, {'age': '6_to_17', 'value': 377, 'rate': 4.8}, {'age': '18_to_64', 'value': 26703, 'rate': 78.9}, {'age': '85+', 'value': 17294, 'rate': 1267.0}]",,,1610,9782
England,2020-05-05,959,81587,"[{'age': '0_to_5', 'value': 419, 'rate': 10.3}, {'age': '65_to_84', 'value': 33744, 'rate': 382.8}, {'age': '6_to_17', 'value': 368, 'rate': 4.7}, {'age': '18_to_64', 'value': 26368, 'rate': 77.9}, {'age': '85+', 'value': 17028, 'rate': 1247.5}]",,,1662,10215
